round_epochs,val_loss,val_accuracy,loss,accuracy,dropout,final_activation,loss_function,lr,num_Nodes,regularizer
450,0.14442360401153564,0.3631465435028076,0.14238281548023224,0.39039066,0.2,softmax,mean_squared_error,0.1,18,None
202,0.1524968147277832,0.2690373659133911,0.15170061588287354,0.28001797,0.2,softmax,mean_squared_error,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
514,0.14430934190750122,0.3645833432674408,0.14215649664402008,0.38302648,0.2,softmax,mean_squared_error,0.1,21,None
202,0.1524873524904251,0.2693965435028076,0.1516919732093811,0.27651548,0.2,softmax,mean_squared_error,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
521,0.1464049518108368,0.35883620381355286,0.14528167247772217,0.3768298,0.2,softmax,mean_squared_error,0.13,9,None
201,0.15249429643154144,0.2693965435028076,0.1516997069120407,0.27346206,0.2,softmax,mean_squared_error,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
698,0.14427877962589264,0.35991379618644714,0.14311477541923523,0.38347554,0.2,softmax,mean_squared_error,0.13,12,None
201,0.15250520408153534,0.2690373659133911,0.15170495212078094,0.2792995,0.2,softmax,mean_squared_error,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
708,0.14423957467079163,0.3742816150188446,0.14288970828056335,0.38760665,0.2,softmax,mean_squared_error,0.13,15,None
201,0.15250557661056519,0.2693965435028076,0.15171998739242554,0.2738213,0.2,softmax,mean_squared_error,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
501,0.14433646202087402,0.3631465435028076,0.142456516623497,0.38536146,0.2,softmax,mean_squared_error,0.13,18,None
203,0.1524861752986908,0.2693965435028076,0.15169531106948853,0.27615628,0.2,softmax,mean_squared_error,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
372,0.14480045437812805,0.3523706793785095,0.1423543244600296,0.38913336,0.2,softmax,mean_squared_error,0.13,21,None
201,0.1524883210659027,0.2690373659133911,0.15169477462768555,0.27211496,0.2,softmax,mean_squared_error,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
136,1.480315089225769,0.2693965435028076,1.4635355472564697,0.27714413,0.2,softmax,categorical_crossentropy,0.005,9,None
201,1.4847840070724487,0.2693965435028076,1.4696614742279053,0.2739111,0.2,softmax,categorical_crossentropy,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
126,1.4802297353744507,0.2693965435028076,1.4634406566619873,0.27346206,0.2,softmax,categorical_crossentropy,0.005,12,None
201,1.484269618988037,0.2693965435028076,1.4688408374786377,0.2740907,0.2,softmax,categorical_crossentropy,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1213,1.4255385398864746,0.34662356972694397,1.4140807390213013,0.3427032,0.2,softmax,categorical_crossentropy,0.005,15,None
201,1.4840378761291504,0.2693965435028076,1.4688342809677124,0.27462953,0.2,softmax,categorical_crossentropy,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1926,1.401827096939087,0.35991379618644714,1.3931657075881958,0.3611136,0.2,softmax,categorical_crossentropy,0.005,18,None
204,1.4837247133255005,0.2693965435028076,1.467909336090088,0.27436012,0.2,softmax,categorical_crossentropy,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1247,1.4117486476898193,0.34877872467041016,1.4003987312316895,0.350696,0.2,softmax,categorical_crossentropy,0.005,21,None
216,1.4833663702011108,0.2693965435028076,1.4675661325454712,0.27741355,0.2,softmax,categorical_crossentropy,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1724,1.4176627397537231,0.35093390941619873,1.4093917608261108,0.3532106,0.2,softmax,categorical_crossentropy,0.01,9,None
204,1.4828903675079346,0.2693965435028076,1.4677518606185913,0.27552763,0.2,softmax,categorical_crossentropy,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1066,1.4151208400726318,0.3516522943973541,1.4090917110443115,0.35078582,0.2,softmax,categorical_crossentropy,0.01,12,None
203,1.48283851146698,0.2693965435028076,1.466506838798523,0.2750786,0.2,softmax,categorical_crossentropy,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1617,1.3988533020019531,0.3624281585216522,1.385472297668457,0.363718,0.2,softmax,categorical_crossentropy,0.01,15,None
201,1.4826288223266602,0.2693965435028076,1.4664816856384277,0.27678493,0.2,softmax,categorical_crossentropy,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
892,1.4082943201065063,0.3541666567325592,1.3956658840179443,0.35895824,0.2,softmax,categorical_crossentropy,0.01,18,None
209,1.4825003147125244,0.2693965435028076,1.4662874937057495,0.27355185,0.2,softmax,categorical_crossentropy,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
797,1.4066250324249268,0.3516522943973541,1.396100640296936,0.35895824,0.2,softmax,categorical_crossentropy,0.01,21,None
201,1.4824349880218506,0.2693965435028076,1.4661574363708496,0.27849126,0.2,softmax,categorical_crossentropy,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1111,1.4005893468856812,0.3534482717514038,1.3935284614562988,0.35814998,0.2,softmax,categorical_crossentropy,0.03,9,None
201,1.4810527563095093,0.2693965435028076,1.4639770984649658,0.27211496,0.2,softmax,categorical_crossentropy,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1246,1.3930741548538208,0.363864928483963,1.3765554428100586,0.3793444,0.2,softmax,categorical_crossentropy,0.03,12,None
204,1.4812737703323364,0.2693965435028076,1.4639414548873901,0.272564,0.2,softmax,categorical_crossentropy,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1017,1.3940694332122803,0.3670977056026459,1.3741569519042969,0.38275707,0.2,softmax,categorical_crossentropy,0.03,15,None
204,1.481310248374939,0.2693965435028076,1.4640090465545654,0.2739111,0.2,softmax,categorical_crossentropy,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
878,1.3949403762817383,0.3739224076271057,1.372937560081482,0.3832061,0.2,softmax,categorical_crossentropy,0.03,18,None
202,1.4812713861465454,0.2693965435028076,1.4644511938095093,0.2728334,0.2,softmax,categorical_crossentropy,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
781,1.3938138484954834,0.36135056614875793,1.3731157779693604,0.37997305,0.2,softmax,categorical_crossentropy,0.03,21,None
201,1.481397271156311,0.2693965435028076,1.4646607637405396,0.2727436,0.2,softmax,categorical_crossentropy,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1010,1.3946174383163452,0.3670977056026459,1.3853050470352173,0.37575212,0.2,softmax,categorical_crossentropy,0.06,9,None
201,1.4812577962875366,0.2690373659133911,1.4639778137207031,0.2740009,0.2,softmax,categorical_crossentropy,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
612,1.3998849391937256,0.3624281585216522,1.3840306997299194,0.3764706,0.2,softmax,categorical_crossentropy,0.06,12,None
197,1.4812618494033813,0.2690373659133911,1.4638688564300537,0.26726538,0.2,softmax,categorical_crossentropy,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
877,1.392532229423523,0.3746407926082611,1.3662673234939575,0.38778627,0.2,softmax,categorical_crossentropy,0.06,15,None
203,1.4811532497406006,0.2693965435028076,1.4638047218322754,0.27166593,0.2,softmax,categorical_crossentropy,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
747,1.3900210857391357,0.3663793206214905,1.3654757738113403,0.38347554,0.2,softmax,categorical_crossentropy,0.06,18,None
203,1.4812859296798706,0.2693965435028076,1.4639054536819458,0.27094746,0.2,softmax,categorical_crossentropy,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
632,1.3901005983352661,0.36889368295669556,1.3632134199142456,0.3911091,0.2,softmax,categorical_crossentropy,0.06,21,None
203,1.4811025857925415,0.2690373659133911,1.463881492614746,0.2739111,0.2,softmax,categorical_crossentropy,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
701,1.39707350730896,0.36135056614875793,1.3853797912597656,0.3753031,0.2,softmax,categorical_crossentropy,0.1,9,None
157,1.4812384843826294,0.2690373659133911,1.4636001586914062,0.27849126,0.2,softmax,categorical_crossentropy,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
807,1.3957325220108032,0.3645833432674408,1.37550950050354,0.3885945,0.2,softmax,categorical_crossentropy,0.1,12,None
151,1.4812406301498413,0.2690373659133911,1.4636666774749756,0.2738213,0.2,softmax,categorical_crossentropy,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
546,1.3957916498184204,0.35847702622413635,1.372794270515442,0.38257745,0.2,softmax,categorical_crossentropy,0.1,15,None
166,1.4812462329864502,0.2693965435028076,1.4637655019760132,0.27094746,0.2,softmax,categorical_crossentropy,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
682,1.3944826126098633,0.3624281585216522,1.3671419620513916,0.3854513,0.2,softmax,categorical_crossentropy,0.1,18,None
172,1.4812183380126953,0.2693965435028076,1.4635614156723022,0.27687472,0.2,softmax,categorical_crossentropy,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
439,1.3935058116912842,0.35955458879470825,1.3636853694915771,0.3870678,0.2,softmax,categorical_crossentropy,0.1,21,None
172,1.4812767505645752,0.2693965435028076,1.4636008739471436,0.2778626,0.2,softmax,categorical_crossentropy,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
509,1.3968161344528198,0.35919541120529175,1.3866206407546997,0.3729681,0.2,softmax,categorical_crossentropy,0.13,9,None
144,1.4811856746673584,0.2693965435028076,1.4637444019317627,0.27624607,0.2,softmax,categorical_crossentropy,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
509,1.3961341381072998,0.3674568831920624,1.3809876441955566,0.37970364,0.2,softmax,categorical_crossentropy,0.13,12,None
150,1.481162667274475,0.2693965435028076,1.4635522365570068,0.27094746,0.2,softmax,categorical_crossentropy,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
434,1.3929156064987183,0.3656609058380127,1.3739752769470215,0.38015267,0.2,softmax,categorical_crossentropy,0.13,15,None
146,1.481225609779358,0.2693965435028076,1.4636378288269043,0.27436012,0.2,softmax,categorical_crossentropy,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
697,1.395248293876648,0.36027297377586365,1.3644778728485107,0.39290527,0.2,softmax,categorical_crossentropy,0.13,18,None
148,1.481240153312683,0.2693965435028076,1.4636508226394653,0.2764257,0.2,softmax,categorical_crossentropy,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
471,1.4017598628997803,0.3552442491054535,1.3794728517532349,0.3832061,0.2,softmax,categorical_crossentropy,0.13,21,None
202,1.4811198711395264,0.2693965435028076,1.4635703563690186,0.2750786,0.2,softmax,categorical_crossentropy,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
250,0.15248972177505493,0.2693965435028076,0.15309344232082367,0.2740009,0.3,sigmoid,mean_squared_error,0.005,9,None
245,0.16059744358062744,0.2693965435028076,0.1608261615037918,0.27220476,0.3,sigmoid,mean_squared_error,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
269,0.15248656272888184,0.2693965435028076,0.15268631279468536,0.27974853,0.3,sigmoid,mean_squared_error,0.005,12,None
201,0.16106364130973816,0.2693965435028076,0.16127483546733856,0.2750786,0.3,sigmoid,mean_squared_error,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
220,0.1524842083454132,0.2693965435028076,0.15258899331092834,0.2687921,0.3,sigmoid,mean_squared_error,0.005,15,None
211,0.1599562168121338,0.2693965435028076,0.15997229516506195,0.27525818,0.3,sigmoid,mean_squared_error,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
230,0.15249042212963104,0.2693965435028076,0.15240518748760223,0.27777278,0.3,sigmoid,mean_squared_error,0.005,18,None
229,0.15891149640083313,0.2693965435028076,0.1588030606508255,0.2779524,0.3,sigmoid,mean_squared_error,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
201,0.15248925983905792,0.2693965435028076,0.15240129828453064,0.27238438,0.3,sigmoid,mean_squared_error,0.005,21,None
221,0.1585620939731598,0.2693965435028076,0.15846183896064758,0.27624607,0.3,sigmoid,mean_squared_error,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
227,0.15250883996486664,0.2693965435028076,0.1526351124048233,0.27714413,0.3,sigmoid,mean_squared_error,0.01,9,None
204,0.15694871544837952,0.2693965435028076,0.15673638880252838,0.27364168,0.3,sigmoid,mean_squared_error,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
166,0.15250228345394135,0.2693965435028076,0.15258851647377014,0.2740907,0.3,sigmoid,mean_squared_error,0.01,12,None
220,0.15636563301086426,0.2693965435028076,0.1560801863670349,0.2726538,0.3,sigmoid,mean_squared_error,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
162,0.1525028496980667,0.2693965435028076,0.15248216688632965,0.27525818,0.3,sigmoid,mean_squared_error,0.01,15,None
216,0.15599969029426575,0.2693965435028076,0.1556534469127655,0.27633587,0.3,sigmoid,mean_squared_error,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
156,0.15249930322170258,0.2693965435028076,0.1523386687040329,0.27112707,0.3,sigmoid,mean_squared_error,0.01,18,None
212,0.15595217049121857,0.2693965435028076,0.15561431646347046,0.27651548,0.3,sigmoid,mean_squared_error,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
152,0.15249955654144287,0.2693965435028076,0.1522679477930069,0.27364168,0.3,sigmoid,mean_squared_error,0.01,21,None
212,0.155767023563385,0.2693965435028076,0.15538762509822845,0.2805568,0.3,sigmoid,mean_squared_error,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
144,0.15252579748630524,0.2693965435028076,0.1521993726491928,0.2766951,0.3,sigmoid,mean_squared_error,0.03,9,None
209,0.1529577076435089,0.2693965435028076,0.15229590237140656,0.2750786,0.3,sigmoid,mean_squared_error,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
163,0.15251712501049042,0.2719109058380127,0.1521078646183014,0.2727436,0.3,sigmoid,mean_squared_error,0.03,12,None
207,0.15302051603794098,0.2693965435028076,0.15236130356788635,0.27651548,0.3,sigmoid,mean_squared_error,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
160,0.15251198410987854,0.26364943385124207,0.1520785242319107,0.27076784,0.3,sigmoid,mean_squared_error,0.03,15,None
201,0.15308965742588043,0.2693965435028076,0.15245573222637177,0.2741805,0.3,sigmoid,mean_squared_error,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1674,0.14419856667518616,0.366738498210907,0.1436302214860916,0.3742254,0.3,sigmoid,mean_squared_error,0.03,18,None
201,0.1530383825302124,0.2693965435028076,0.1523769497871399,0.27570722,0.3,sigmoid,mean_squared_error,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
760,0.14505814015865326,0.3538074791431427,0.14455080032348633,0.36686125,0.3,sigmoid,mean_squared_error,0.03,21,None
204,0.1531018167734146,0.2693965435028076,0.15243306756019592,0.27858105,0.3,sigmoid,mean_squared_error,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
135,0.15251882374286652,0.2693965435028076,0.15191403031349182,0.27444994,0.3,sigmoid,mean_squared_error,0.06,9,None
204,0.1525292843580246,0.2693965435028076,0.15178652107715607,0.275348,0.3,sigmoid,mean_squared_error,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
206,0.15251605212688446,0.2697557508945465,0.15175645053386688,0.2750786,0.3,sigmoid,mean_squared_error,0.06,12,None
202,0.15253177285194397,0.2693965435028076,0.15177831053733826,0.27705434,0.3,sigmoid,mean_squared_error,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
952,0.14440102875232697,0.3642241358757019,0.14387525618076324,0.3764706,0.3,sigmoid,mean_squared_error,0.06,15,None
202,0.15254780650138855,0.2693965435028076,0.15181003510951996,0.2740907,0.3,sigmoid,mean_squared_error,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
987,0.14451074600219727,0.3642241358757019,0.14328157901763916,0.3754827,0.3,sigmoid,mean_squared_error,0.06,18,None
203,0.15256266295909882,0.2690373659133911,0.15183542668819427,0.27867085,0.3,sigmoid,mean_squared_error,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
513,0.14466750621795654,0.3563218414783478,0.1440887451171875,0.36820835,0.3,sigmoid,mean_squared_error,0.06,21,None
203,0.15255999565124512,0.2693965435028076,0.15182270109653473,0.2740009,0.3,sigmoid,mean_squared_error,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
181,0.1525086611509323,0.2693965435028076,0.15174685418605804,0.27597666,0.3,sigmoid,mean_squared_error,0.1,9,None
203,0.15248540043830872,0.2693965435028076,0.15170501172542572,0.27678493,0.3,sigmoid,mean_squared_error,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
165,0.152500718832016,0.2690373659133911,0.15176911652088165,0.27427033,0.3,sigmoid,mean_squared_error,0.1,12,None
203,0.15248483419418335,0.2690373659133911,0.1517108678817749,0.2750786,0.3,sigmoid,mean_squared_error,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
757,0.14447492361068726,0.36135056614875793,0.14325617253780365,0.3765604,0.3,sigmoid,mean_squared_error,0.1,15,None
203,0.15250159800052643,0.2690373659133911,0.15171073377132416,0.2740907,0.3,sigmoid,mean_squared_error,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
859,0.14429868757724762,0.36027297377586365,0.14300420880317688,0.3831163,0.3,sigmoid,mean_squared_error,0.1,18,None
202,0.15250684320926666,0.2690373659133911,0.15173034369945526,0.27355185,0.3,sigmoid,mean_squared_error,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
666,0.14405663311481476,0.3670977056026459,0.14293211698532104,0.38248765,0.3,sigmoid,mean_squared_error,0.1,21,None
202,0.15249532461166382,0.2693965435028076,0.15175767242908478,0.270229,0.3,sigmoid,mean_squared_error,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
170,0.15250718593597412,0.2693965435028076,0.15177305042743683,0.27355185,0.3,sigmoid,mean_squared_error,0.13,9,None
203,0.15248627960681915,0.2693965435028076,0.15170225501060486,0.27714413,0.3,sigmoid,mean_squared_error,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
606,0.14467346668243408,0.3617097735404968,0.1444476991891861,0.3700045,0.3,sigmoid,mean_squared_error,0.13,12,None
203,0.15248729288578033,0.2693965435028076,0.15168991684913635,0.2805568,0.3,sigmoid,mean_squared_error,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
706,0.14465980231761932,0.35739943385124207,0.14385986328125,0.37575212,0.3,sigmoid,mean_squared_error,0.13,15,None
202,0.15248705446720123,0.2690373659133911,0.1517006754875183,0.27759317,0.3,sigmoid,mean_squared_error,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
208,0.1525421291589737,0.2690373659133911,0.15178877115249634,0.27058825,0.3,sigmoid,mean_squared_error,0.13,18,None
208,0.15249352157115936,0.2690373659133911,0.15171930193901062,0.27202514,0.3,sigmoid,mean_squared_error,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
643,0.14430513978004456,0.3649425208568573,0.14289599657058716,0.38078132,0.3,sigmoid,mean_squared_error,0.13,21,None
201,0.15249159932136536,0.2693965435028076,0.15170741081237793,0.27723396,0.3,sigmoid,mean_squared_error,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
156,1.4810388088226318,0.2693965435028076,1.4659674167633057,0.27822182,0.3,sigmoid,categorical_crossentropy,0.005,9,None
255,1.487770676612854,0.2693965435028076,1.475594401359558,0.2779524,0.3,sigmoid,categorical_crossentropy,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
143,1.480921983718872,0.2693965435028076,1.4656356573104858,0.27364168,0.3,sigmoid,categorical_crossentropy,0.005,12,None
201,1.4879285097122192,0.2693965435028076,1.4746202230453491,0.27489898,0.3,sigmoid,categorical_crossentropy,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
136,1.4807146787643433,0.2693965435028076,1.4657750129699707,0.2740907,0.3,sigmoid,categorical_crossentropy,0.005,15,None
201,1.4871129989624023,0.2693965435028076,1.4727462530136108,0.27561742,0.3,sigmoid,categorical_crossentropy,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
129,1.4805372953414917,0.2693965435028076,1.4654570817947388,0.2729232,0.3,sigmoid,categorical_crossentropy,0.005,18,None
201,1.4865503311157227,0.2693965435028076,1.4713821411132812,0.2766053,0.3,sigmoid,categorical_crossentropy,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
127,1.4805119037628174,0.2693965435028076,1.4635432958602905,0.27840143,0.3,sigmoid,categorical_crossentropy,0.005,21,None
240,1.4855763912200928,0.2693965435028076,1.4706472158432007,0.27561742,0.3,sigmoid,categorical_crossentropy,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
127,1.4808223247528076,0.2693965435028076,1.4649381637573242,0.2766053,0.3,sigmoid,categorical_crossentropy,0.01,9,None
226,1.4844104051589966,0.2693965435028076,1.4702050685882568,0.28001797,0.3,sigmoid,categorical_crossentropy,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
240,1.4750783443450928,0.26724138855934143,1.456729531288147,0.27498877,0.3,sigmoid,categorical_crossentropy,0.01,12,None
201,1.484673261642456,0.2693965435028076,1.4699292182922363,0.27822182,0.3,sigmoid,categorical_crossentropy,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
443,1.4695136547088623,0.28771552443504333,1.448560357093811,0.29312977,0.3,sigmoid,categorical_crossentropy,0.01,15,None
205,1.48429274559021,0.2693965435028076,1.469760537147522,0.27723396,0.3,sigmoid,categorical_crossentropy,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1973,1.4028046131134033,0.36099138855934143,1.391842007637024,0.36533454,0.3,sigmoid,categorical_crossentropy,0.01,18,None
220,1.483756184577942,0.2693965435028076,1.468803882598877,0.27489898,0.3,sigmoid,categorical_crossentropy,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
326,1.469062328338623,0.28412356972694397,1.447399616241455,0.2986978,0.3,sigmoid,categorical_crossentropy,0.01,21,None
201,1.4838833808898926,0.2693965435028076,1.4686907529830933,0.27310282,0.3,sigmoid,categorical_crossentropy,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
875,1.414755940437317,0.35739943385124207,1.406662940979004,0.35410866,0.3,sigmoid,categorical_crossentropy,0.03,9,None
212,1.481166958808899,0.2693965435028076,1.4643584489822388,0.2677144,0.3,sigmoid,categorical_crossentropy,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1024,1.411558747291565,0.3660201132297516,1.3995224237442017,0.36264032,0.3,sigmoid,categorical_crossentropy,0.03,12,None
201,1.481257677078247,0.2693965435028076,1.4644725322723389,0.27471936,0.3,sigmoid,categorical_crossentropy,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
699,1.4117666482925415,0.3541666567325592,1.3990463018417358,0.35931748,0.3,sigmoid,categorical_crossentropy,0.03,15,None
201,1.481365442276001,0.2693965435028076,1.464531660079956,0.272564,0.3,sigmoid,categorical_crossentropy,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1124,1.4036656618118286,0.3624281585216522,1.3843400478363037,0.37629098,0.3,sigmoid,categorical_crossentropy,0.03,18,None
201,1.4814428091049194,0.2693965435028076,1.4644774198532104,0.27229458,0.3,sigmoid,categorical_crossentropy,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1008,1.3966978788375854,0.36027297377586365,1.3782345056533813,0.37063313,0.3,sigmoid,categorical_crossentropy,0.03,21,None
201,1.4814152717590332,0.2693965435028076,1.4644732475280762,0.27498877,0.3,sigmoid,categorical_crossentropy,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
641,1.4123351573944092,0.35739943385124207,1.4062429666519165,0.3608442,0.3,sigmoid,categorical_crossentropy,0.06,9,None
203,1.4811187982559204,0.2693965435028076,1.463775634765625,0.270229,0.3,sigmoid,categorical_crossentropy,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
613,1.4078925848007202,0.3642241358757019,1.398207187652588,0.36003593,0.3,sigmoid,categorical_crossentropy,0.06,12,None
209,1.4812778234481812,0.2693965435028076,1.4638702869415283,0.27947912,0.3,sigmoid,categorical_crossentropy,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
785,1.3976768255233765,0.3660201132297516,1.3830353021621704,0.37189043,0.3,sigmoid,categorical_crossentropy,0.06,15,None
205,1.4813828468322754,0.2693965435028076,1.4637980461120605,0.27525818,0.3,sigmoid,categorical_crossentropy,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
795,1.3934698104858398,0.3627873659133911,1.376692295074463,0.37180063,0.3,sigmoid,categorical_crossentropy,0.06,18,None
204,1.4812599420547485,0.2693965435028076,1.4636924266815186,0.2779524,0.3,sigmoid,categorical_crossentropy,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
566,1.3955142498016357,0.3642241358757019,1.376883625984192,0.37503368,0.3,sigmoid,categorical_crossentropy,0.06,21,None
201,1.4813941717147827,0.2693965435028076,1.463883399963379,0.27813202,0.3,sigmoid,categorical_crossentropy,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
449,1.4136747121810913,0.3556034564971924,1.4026575088500977,0.36389762,0.3,sigmoid,categorical_crossentropy,0.1,9,None
154,1.4813592433929443,0.2690373659133911,1.463576316833496,0.27606645,0.3,sigmoid,categorical_crossentropy,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
136,1.4809247255325317,0.2693965435028076,1.4636174440383911,0.27471936,0.3,sigmoid,categorical_crossentropy,0.1,12,None
165,1.4813083410263062,0.2693965435028076,1.4638290405273438,0.27301303,0.3,sigmoid,categorical_crossentropy,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
133,1.4810762405395508,0.2693965435028076,1.4640638828277588,0.27588683,0.3,sigmoid,categorical_crossentropy,0.1,15,None
173,1.4814629554748535,0.2693965435028076,1.463962197303772,0.27444994,0.3,sigmoid,categorical_crossentropy,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
739,1.398166298866272,0.3631465435028076,1.3731887340545654,0.3817692,0.3,sigmoid,categorical_crossentropy,0.1,18,None
173,1.4811763763427734,0.2693965435028076,1.4636332988739014,0.27525818,0.3,sigmoid,categorical_crossentropy,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
130,1.4809067249298096,0.2693965435028076,1.4637998342514038,0.27453974,0.3,sigmoid,categorical_crossentropy,0.1,21,None
173,1.4814528226852417,0.2693965435028076,1.4638924598693848,0.27606645,0.3,sigmoid,categorical_crossentropy,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
124,1.481004238128662,0.2693965435028076,1.4636725187301636,0.2750786,0.3,sigmoid,categorical_crossentropy,0.13,9,None
