round_epochs,val_loss,val_accuracy,loss,accuracy,dropout,final_activation,loss_function,lr,num_Nodes,regularizer
210,1.4813148975372314,0.2693965435028076,1.4643815755844116,0.27561742,0.1,sigmoid,categorical_crossentropy,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
934,1.3931665420532227,0.3660201132297516,1.3703246116638184,0.37718904,0.1,sigmoid,categorical_crossentropy,0.03,12,None
202,1.481537103652954,0.2693965435028076,1.4647148847579956,0.2750786,0.1,sigmoid,categorical_crossentropy,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
791,1.3915367126464844,0.3732040226459503,1.3628935813903809,0.38886395,0.1,sigmoid,categorical_crossentropy,0.03,15,None
209,1.481423258781433,0.2693965435028076,1.4645577669143677,0.2766053,0.1,sigmoid,categorical_crossentropy,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
792,1.387880563735962,0.375,1.3536962270736694,0.39164796,0.1,sigmoid,categorical_crossentropy,0.03,18,None
207,1.4815986156463623,0.2693965435028076,1.4644156694412231,0.2750786,0.1,sigmoid,categorical_crossentropy,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
753,1.3870253562927246,0.38038793206214905,1.355360507965088,0.39182758,0.1,sigmoid,categorical_crossentropy,0.03,21,None
208,1.4815787076950073,0.2693965435028076,1.4644325971603394,0.27498877,0.1,sigmoid,categorical_crossentropy,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
772,1.3986124992370605,0.36099138855934143,1.3742163181304932,0.38212842,0.1,sigmoid,categorical_crossentropy,0.06,9,None
201,1.4812157154083252,0.2693965435028076,1.4637095928192139,0.2750786,0.1,sigmoid,categorical_crossentropy,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
753,1.3916752338409424,0.375,1.358108639717102,0.39290527,0.1,sigmoid,categorical_crossentropy,0.06,12,None
201,1.4811002016067505,0.2693965435028076,1.4636473655700684,0.27049842,0.1,sigmoid,categorical_crossentropy,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
450,1.3947738409042358,0.36997127532958984,1.362533688545227,0.38464302,0.1,sigmoid,categorical_crossentropy,0.06,15,None
201,1.481053113937378,0.2693965435028076,1.4637060165405273,0.27471936,0.1,sigmoid,categorical_crossentropy,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
640,1.3940142393112183,0.3735632300376892,1.3520448207855225,0.39191738,0.1,sigmoid,categorical_crossentropy,0.06,18,None
202,1.4813247919082642,0.2693965435028076,1.4638553857803345,0.2750786,0.1,sigmoid,categorical_crossentropy,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
453,1.3993076086044312,0.3724856376647949,1.3552769422531128,0.39703637,0.1,sigmoid,categorical_crossentropy,0.06,21,None
205,1.4813212156295776,0.2693965435028076,1.4637435674667358,0.2779524,0.1,sigmoid,categorical_crossentropy,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
652,1.3900024890899658,0.3656609058380127,1.3704816102981567,0.37233946,0.1,sigmoid,categorical_crossentropy,0.1,9,None
169,1.4812235832214355,0.2693965435028076,1.4636390209197998,0.2750786,0.1,sigmoid,categorical_crossentropy,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
630,1.3960292339324951,0.3617097735404968,1.3614763021469116,0.38203862,0.1,sigmoid,categorical_crossentropy,0.1,12,None
176,1.4812642335891724,0.2693965435028076,1.4636601209640503,0.2740907,0.1,sigmoid,categorical_crossentropy,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
131,1.4811289310455322,0.2693965435028076,1.4637776613235474,0.2750786,0.1,sigmoid,categorical_crossentropy,0.1,15,None
161,1.4813178777694702,0.2693965435028076,1.4636677503585815,0.27462953,0.1,sigmoid,categorical_crossentropy,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
134,1.4809889793395996,0.2693965435028076,1.4639980792999268,0.2750786,0.1,sigmoid,categorical_crossentropy,0.1,18,None
182,1.4812854528427124,0.2693965435028076,1.4636459350585938,0.27570722,0.1,sigmoid,categorical_crossentropy,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
131,1.4811513423919678,0.2693965435028076,1.463390827178955,0.2751684,0.1,sigmoid,categorical_crossentropy,0.1,21,None
172,1.4811657667160034,0.2693965435028076,1.4637033939361572,0.27444994,0.1,sigmoid,categorical_crossentropy,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
201,1.460824728012085,0.26580458879470825,1.4398527145385742,0.27947912,0.1,sigmoid,categorical_crossentropy,0.13,9,None
151,1.481209635734558,0.2693965435028076,1.4636808633804321,0.2750786,0.1,sigmoid,categorical_crossentropy,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
114,1.4803333282470703,0.2693965435028076,1.4632962942123413,0.2750786,0.1,sigmoid,categorical_crossentropy,0.13,12,None
160,1.481233835220337,0.2693965435028076,1.4636356830596924,0.27427033,0.1,sigmoid,categorical_crossentropy,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
631,1.3904087543487549,0.3767959773540497,1.3487703800201416,0.39568928,0.1,sigmoid,categorical_crossentropy,0.13,15,None
159,1.4811128377914429,0.2693965435028076,1.4636415243148804,0.27489898,0.1,sigmoid,categorical_crossentropy,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
129,1.4811553955078125,0.2693965435028076,1.4637583494186401,0.27498877,0.1,sigmoid,categorical_crossentropy,0.13,18,None
159,1.4812877178192139,0.2693965435028076,1.4636805057525635,0.2750786,0.1,sigmoid,categorical_crossentropy,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
109,1.4809677600860596,0.2693965435028076,1.4642452001571655,0.2750786,0.1,sigmoid,categorical_crossentropy,0.13,21,None
159,1.4812061786651611,0.2693965435028076,1.4636305570602417,0.2750786,0.1,sigmoid,categorical_crossentropy,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
869,0.14806148409843445,0.3322557508945465,0.1475915014743805,0.3392007,0.1,softmax,mean_squared_error,0.005,9,None
217,0.15279771387577057,0.2693965435028076,0.15214316546916962,0.27319264,0.1,softmax,mean_squared_error,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
929,0.14753851294517517,0.33764368295669556,0.14698119461536407,0.3428828,0.1,softmax,mean_squared_error,0.005,12,None
201,0.1528971642255783,0.2693965435028076,0.15224266052246094,0.2750786,0.1,softmax,mean_squared_error,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1813,0.14425306022167206,0.3649425208568573,0.14376793801784515,0.37853613,0.1,softmax,mean_squared_error,0.005,15,None
201,0.15281552076339722,0.2693965435028076,0.15215478837490082,0.27373147,0.1,softmax,mean_squared_error,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1558,0.14461252093315125,0.36135056614875793,0.1440887451171875,0.37180063,0.1,softmax,mean_squared_error,0.005,18,None
201,0.15286089479923248,0.2693965435028076,0.1521957516670227,0.2751684,0.1,softmax,mean_squared_error,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
600,0.14768390357494354,0.33908045291900635,0.14691908657550812,0.34925908,0.1,softmax,mean_squared_error,0.005,21,None
201,0.15282900631427765,0.2693965435028076,0.15215732157230377,0.27579704,0.1,softmax,mean_squared_error,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
921,0.14670975506305695,0.3462643623352051,0.14622019231319427,0.35249215,0.1,softmax,mean_squared_error,0.01,9,None
210,0.15251785516738892,0.2693965435028076,0.15179310739040375,0.27453974,0.1,softmax,mean_squared_error,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
2000,0.1438330113887787,0.3757183849811554,0.14266815781593323,0.38275707,0.1,softmax,mean_squared_error,0.01,12,None
201,0.15251387655735016,0.2693965435028076,0.15177883207798004,0.27678493,0.1,softmax,mean_squared_error,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1467,0.1439594030380249,0.3746407926082611,0.14253199100494385,0.384194,0.1,softmax,mean_squared_error,0.01,15,None
201,0.15252533555030823,0.2693965435028076,0.15179747343063354,0.2750786,0.1,softmax,mean_squared_error,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1664,0.14390559494495392,0.3728448152542114,0.14215123653411865,0.3867086,0.1,softmax,mean_squared_error,0.01,18,None
201,0.15252086520195007,0.2693965435028076,0.1517791748046875,0.2750786,0.1,softmax,mean_squared_error,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1467,0.14382816851139069,0.3653017282485962,0.1415448635816574,0.38814548,0.1,softmax,mean_squared_error,0.01,21,None
201,0.15255798399448395,0.2693965435028076,0.15183760225772858,0.2750786,0.1,softmax,mean_squared_error,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
865,0.14412248134613037,0.3660201132297516,0.1433602273464203,0.37602156,0.1,softmax,mean_squared_error,0.03,9,None
204,0.1524786651134491,0.2693965435028076,0.15169373154640198,0.2754378,0.1,softmax,mean_squared_error,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
742,0.1440102756023407,0.35883620381355286,0.14261125028133392,0.38491243,0.1,softmax,mean_squared_error,0.03,12,None
202,0.15248854458332062,0.2693965435028076,0.15169557929039001,0.27552763,0.1,softmax,mean_squared_error,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1052,0.14371845126152039,0.36781609058380127,0.14167645573616028,0.39254603,0.1,softmax,mean_squared_error,0.03,15,None
201,0.152494415640831,0.2690373659133911,0.15170803666114807,0.2754378,0.1,softmax,mean_squared_error,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
676,0.14362135529518127,0.3728448152542114,0.14162564277648926,0.39308485,0.1,softmax,mean_squared_error,0.03,18,None
201,0.1524856984615326,0.2693965435028076,0.15170253813266754,0.27741355,0.1,softmax,mean_squared_error,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
629,0.14481772482395172,0.3563218414783478,0.1411411166191101,0.39694658,0.1,softmax,mean_squared_error,0.03,21,None
201,0.15249350666999817,0.2693965435028076,0.15170131623744965,0.27714413,0.1,softmax,mean_squared_error,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
564,0.1442047655582428,0.3649425208568573,0.1433565467596054,0.3817692,0.1,softmax,mean_squared_error,0.06,9,None
175,0.15249690413475037,0.2690373659133911,0.15170739591121674,0.27067804,0.1,softmax,mean_squared_error,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
465,0.14428772032260895,0.3645833432674408,0.14266352355480194,0.386978,0.1,softmax,mean_squared_error,0.06,12,None
193,0.15249280631542206,0.2693965435028076,0.1516941338777542,0.27373147,0.1,softmax,mean_squared_error,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
551,0.14448948204517365,0.35811781883239746,0.141545370221138,0.39254603,0.1,softmax,mean_squared_error,0.06,15,None
184,0.15250423550605774,0.2693965435028076,0.1517130583524704,0.27992815,0.1,softmax,mean_squared_error,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
485,0.14461317658424377,0.36063218116760254,0.1414995938539505,0.3959587,0.1,softmax,mean_squared_error,0.06,18,None
201,0.1525050848722458,0.2690373659133911,0.15170522034168243,0.27462953,0.1,softmax,mean_squared_error,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
497,0.1439543515443802,0.3728448152542114,0.1410943567752838,0.39766502,0.1,softmax,mean_squared_error,0.06,21,None
183,0.15249592065811157,0.2690373659133911,0.15170185267925262,0.27759317,0.1,softmax,mean_squared_error,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
446,0.1450781524181366,0.35057470202445984,0.1434248387813568,0.38428378,0.1,softmax,mean_squared_error,0.1,9,None
201,0.15248963236808777,0.2693965435028076,0.15170347690582275,0.27355185,0.1,softmax,mean_squared_error,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
391,0.14441049098968506,0.36997127532958984,0.1420077383518219,0.38931298,0.1,softmax,mean_squared_error,0.1,12,None
201,0.1525021493434906,0.2693965435028076,0.15170378983020782,0.2729232,0.1,softmax,mean_squared_error,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
509,0.14387936890125275,0.36099138855934143,0.1414388120174408,0.3959587,0.1,softmax,mean_squared_error,0.1,15,None
201,0.1524943858385086,0.2693965435028076,0.15169495344161987,0.2750786,0.1,softmax,mean_squared_error,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
304,0.1448732614517212,0.35955458879470825,0.14234161376953125,0.38616973,0.1,softmax,mean_squared_error,0.1,18,None
202,0.15249493718147278,0.2693965435028076,0.15169449150562286,0.2754378,0.1,softmax,mean_squared_error,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
138,0.1524827778339386,0.2693965435028076,0.15168555080890656,0.2750786,0.1,softmax,mean_squared_error,0.1,21,None
202,0.15248361229896545,0.2693965435028076,0.15168830752372742,0.2750786,0.1,softmax,mean_squared_error,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
576,0.1443353146314621,0.35883620381355286,0.14268840849399567,0.37889537,0.1,softmax,mean_squared_error,0.13,9,None
201,0.152490496635437,0.2693965435028076,0.1516956239938736,0.27552763,0.1,softmax,mean_squared_error,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
464,0.14446792006492615,0.363864928483963,0.1425914317369461,0.3885047,0.1,softmax,mean_squared_error,0.13,12,None
201,0.15248794853687286,0.2693965435028076,0.1517028510570526,0.27471936,0.1,softmax,mean_squared_error,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
438,0.14480561017990112,0.35991379618644714,0.14155632257461548,0.39685676,0.1,softmax,mean_squared_error,0.13,15,None
201,0.15248501300811768,0.2693965435028076,0.15169255435466766,0.27947912,0.1,softmax,mean_squared_error,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
143,0.15248143672943115,0.2693965435028076,0.15168607234954834,0.2750786,0.1,softmax,mean_squared_error,0.13,18,None
203,0.15249992907047272,0.2693965435028076,0.1517004370689392,0.27588683,0.1,softmax,mean_squared_error,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
132,0.1524815857410431,0.2693965435028076,0.15168496966362,0.2750786,0.1,softmax,mean_squared_error,0.13,21,None
202,0.1524895578622818,0.2690373659133911,0.15169616043567657,0.2750786,0.1,softmax,mean_squared_error,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
137,1.480233073234558,0.2693965435028076,1.4631264209747314,0.2741805,0.1,softmax,categorical_crossentropy,0.005,9,None
231,1.4844719171524048,0.2693965435028076,1.4688465595245361,0.27552763,0.1,softmax,categorical_crossentropy,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
253,1.4734591245651245,0.27442529797554016,1.4507429599761963,0.2933094,0.1,softmax,categorical_crossentropy,0.005,12,None
227,1.484206199645996,0.2693965435028076,1.4683642387390137,0.27175573,0.1,softmax,categorical_crossentropy,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1098,1.409958839416504,0.35093390941619873,1.39774489402771,0.35509655,0.1,softmax,categorical_crossentropy,0.005,15,None
201,1.4841372966766357,0.2693965435028076,1.4677667617797852,0.27552763,0.1,softmax,categorical_crossentropy,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1509,1.3986892700195312,0.366738498210907,1.3796828985214233,0.38248765,0.1,softmax,categorical_crossentropy,0.005,18,None
204,1.4838557243347168,0.2693965435028076,1.467505693435669,0.27480915,0.1,softmax,categorical_crossentropy,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
2000,1.3932466506958008,0.3732040226459503,1.3719961643218994,0.38257745,0.1,softmax,categorical_crossentropy,0.005,21,None
201,1.48369562625885,0.2693965435028076,1.4676673412322998,0.27103728,0.1,softmax,categorical_crossentropy,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1690,1.4062219858169556,0.35739943385124207,1.3939744234085083,0.37377638,0.1,softmax,categorical_crossentropy,0.01,9,None
201,1.4830213785171509,0.2693965435028076,1.4669543504714966,0.27355185,0.1,softmax,categorical_crossentropy,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1493,1.3917696475982666,0.3739224076271057,1.3800899982452393,0.37835655,0.1,softmax,categorical_crossentropy,0.01,12,None
201,1.4829035997390747,0.2693965435028076,1.4668220281600952,0.2751684,0.1,softmax,categorical_crossentropy,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
709,1.407739520072937,0.34949713945388794,1.3920501470565796,0.36281994,0.1,softmax,categorical_crossentropy,0.01,15,None
201,1.482773780822754,0.2693965435028076,1.4660658836364746,0.27552763,0.1,softmax,categorical_crossentropy,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1065,1.3933690786361694,0.36925286054611206,1.3733195066452026,0.37943423,0.1,softmax,categorical_crossentropy,0.01,18,None
211,1.4826663732528687,0.2693965435028076,1.4657094478607178,0.27561742,0.1,softmax,categorical_crossentropy,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1016,1.3897945880889893,0.3767959773540497,1.372905969619751,0.37709925,0.1,softmax,categorical_crossentropy,0.01,21,None
209,1.482503056526184,0.2693965435028076,1.4657772779464722,0.27687472,0.1,softmax,categorical_crossentropy,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1145,1.394195795059204,0.3724856376647949,1.3748540878295898,0.37503368,0.1,softmax,categorical_crossentropy,0.03,9,None
206,1.481252670288086,0.2693965435028076,1.463995337486267,0.27561742,0.1,softmax,categorical_crossentropy,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1028,1.3969818353652954,0.37104883790016174,1.3656672239303589,0.38536146,0.1,softmax,categorical_crossentropy,0.03,12,None
205,1.4813826084136963,0.2693965435028076,1.4639419317245483,0.27480915,0.1,softmax,categorical_crossentropy,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
615,1.3927819728851318,0.3642241358757019,1.36886465549469,0.38140997,0.1,softmax,categorical_crossentropy,0.03,15,None
201,1.481178641319275,0.2693965435028076,1.4639811515808105,0.27202514,0.1,softmax,categorical_crossentropy,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
857,1.3869837522506714,0.38002872467041016,1.3537447452545166,0.39784464,0.1,softmax,categorical_crossentropy,0.03,18,None
203,1.4812161922454834,0.2693965435028076,1.4643220901489258,0.27651548,0.1,softmax,categorical_crossentropy,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
742,1.3901326656341553,0.36135056614875793,1.3558893203735352,0.38634935,0.1,softmax,categorical_crossentropy,0.03,21,None
204,1.4813593626022339,0.2693965435028076,1.4643933773040771,0.27858105,0.1,softmax,categorical_crossentropy,0.03,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1003,1.3892583847045898,0.3670977056026459,1.367624044418335,0.38607994,0.1,softmax,categorical_crossentropy,0.06,9,None
203,1.4812527894973755,0.2693965435028076,1.4635217189788818,0.27579704,0.1,softmax,categorical_crossentropy,0.06,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
558,1.3921164274215698,0.3670977056026459,1.3646070957183838,0.38814548,0.1,softmax,categorical_crossentropy,0.06,12,None
203,1.4811755418777466,0.2693965435028076,1.4636584520339966,0.27471936,0.1,softmax,categorical_crossentropy,0.06,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
591,1.3914169073104858,0.37068966031074524,1.358283519744873,0.39317468,0.1,softmax,categorical_crossentropy,0.06,15,None
202,1.4811782836914062,0.2693965435028076,1.4637190103530884,0.2729232,0.1,softmax,categorical_crossentropy,0.06,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
893,1.390762209892273,0.375,1.3487600088119507,0.4,0.1,softmax,categorical_crossentropy,0.06,18,None
203,1.481127142906189,0.2693965435028076,1.4636099338531494,0.2713067,0.1,softmax,categorical_crossentropy,0.06,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
546,1.391796350479126,0.36206895112991333,1.349899172782898,0.39380333,0.1,softmax,categorical_crossentropy,0.06,21,None
203,1.4813213348388672,0.2693965435028076,1.4638521671295166,0.27184552,0.1,softmax,categorical_crossentropy,0.06,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
542,1.3921276330947876,0.3670977056026459,1.3725862503051758,0.38140997,0.1,softmax,categorical_crossentropy,0.1,9,None
150,1.481154203414917,0.2690373659133911,1.4635602235794067,0.2713067,0.1,softmax,categorical_crossentropy,0.1,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
452,1.394037127494812,0.36135056614875793,1.3661936521530151,0.38679838,0.1,softmax,categorical_crossentropy,0.1,12,None
168,1.4810574054718018,0.2693965435028076,1.4635696411132812,0.27436012,0.1,softmax,categorical_crossentropy,0.1,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
685,1.392529845237732,0.3656609058380127,1.3570866584777832,0.3959587,0.1,softmax,categorical_crossentropy,0.1,15,None
174,1.481170654296875,0.2693965435028076,1.4635775089263916,0.27624607,0.1,softmax,categorical_crossentropy,0.1,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
476,1.3926688432693481,0.363864928483963,1.358337163925171,0.38733724,0.1,softmax,categorical_crossentropy,0.1,18,None
164,1.481263518333435,0.2690373659133911,1.4636249542236328,0.27427033,0.1,softmax,categorical_crossentropy,0.1,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
474,1.3969807624816895,0.3653017282485962,1.3438202142715454,0.40116748,0.1,softmax,categorical_crossentropy,0.1,21,None
169,1.4811896085739136,0.2693965435028076,1.4635770320892334,0.2739111,0.1,softmax,categorical_crossentropy,0.1,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
628,1.3916640281677246,0.3645833432674408,1.3679198026657104,0.38886395,0.1,softmax,categorical_crossentropy,0.13,9,None
148,1.4810950756072998,0.2693965435028076,1.46355402469635,0.27453974,0.1,softmax,categorical_crossentropy,0.13,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
719,1.394466757774353,0.36781609058380127,1.3590376377105713,0.39559945,0.1,softmax,categorical_crossentropy,0.13,12,None
148,1.4811818599700928,0.2693965435028076,1.4635697603225708,0.2751684,0.1,softmax,categorical_crossentropy,0.13,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
466,1.396921157836914,0.36027297377586365,1.3576631546020508,0.39533004,0.1,softmax,categorical_crossentropy,0.13,15,None
147,1.481178641319275,0.2693965435028076,1.4635261297225952,0.27831164,0.1,softmax,categorical_crossentropy,0.13,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
364,1.3962161540985107,0.363864928483963,1.3579493761062622,0.39712617,0.1,softmax,categorical_crossentropy,0.13,18,None
173,1.481163740158081,0.2693965435028076,1.4635636806488037,0.27624607,0.1,softmax,categorical_crossentropy,0.13,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
398,1.399180293083191,0.36889368295669556,1.35154128074646,0.39568928,0.1,softmax,categorical_crossentropy,0.13,21,None
166,1.4811853170394897,0.2693965435028076,1.4635882377624512,0.27453974,0.1,softmax,categorical_crossentropy,0.13,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
249,0.15248678624629974,0.2693965435028076,0.15262283384799957,0.2739111,0.2,sigmoid,mean_squared_error,0.005,9,None
242,0.16073936223983765,0.2693965435028076,0.1606225222349167,0.27193534,0.2,sigmoid,mean_squared_error,0.005,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
201,0.15248318016529083,0.2693965435028076,0.15243227779865265,0.2728334,0.2,sigmoid,mean_squared_error,0.005,12,None
236,0.160051167011261,0.2690373659133911,0.15989147126674652,0.27615628,0.2,sigmoid,mean_squared_error,0.005,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
221,0.15247805416584015,0.2693965435028076,0.15225161612033844,0.27247417,0.2,sigmoid,mean_squared_error,0.005,15,None
201,0.16027119755744934,0.2693965435028076,0.1601085215806961,0.2750786,0.2,sigmoid,mean_squared_error,0.005,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
201,0.1524779498577118,0.2693965435028076,0.15218155086040497,0.27184552,0.2,sigmoid,mean_squared_error,0.005,18,None
201,0.1596592515707016,0.2693965435028076,0.1594555824995041,0.2750786,0.2,sigmoid,mean_squared_error,0.005,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
254,0.1524849534034729,0.2693965435028076,0.15208812057971954,0.27615628,0.2,sigmoid,mean_squared_error,0.005,21,None
223,0.15858882665634155,0.2693965435028076,0.15829113125801086,0.2819039,0.2,sigmoid,mean_squared_error,0.005,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
213,0.1524898111820221,0.2693965435028076,0.1523723006248474,0.27956894,0.2,sigmoid,mean_squared_error,0.01,9,None
216,0.15682700276374817,0.2693965435028076,0.15651288628578186,0.2750786,0.2,sigmoid,mean_squared_error,0.01,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
214,0.15249407291412354,0.2693965435028076,0.1522468477487564,0.27732375,0.2,sigmoid,mean_squared_error,0.01,12,None
210,0.15660512447357178,0.2693965435028076,0.15622608363628387,0.2750786,0.2,sigmoid,mean_squared_error,0.01,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
184,0.15249110758304596,0.2693965435028076,0.15219824016094208,0.27651548,0.2,sigmoid,mean_squared_error,0.01,15,None
202,0.15632963180541992,0.2693965435028076,0.15592768788337708,0.27471936,0.2,sigmoid,mean_squared_error,0.01,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
180,0.15249134600162506,0.2693965435028076,0.15208382904529572,0.2740009,0.2,sigmoid,mean_squared_error,0.01,18,None
215,0.1558908224105835,0.2690373659133911,0.1554369330406189,0.27085766,0.2,sigmoid,mean_squared_error,0.01,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
178,0.1524886190891266,0.2693965435028076,0.1520511358976364,0.27453974,0.2,sigmoid,mean_squared_error,0.01,21,None
207,0.15594308078289032,0.2693965435028076,0.15549440681934357,0.27570722,0.2,sigmoid,mean_squared_error,0.01,21,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
145,0.15250106155872345,0.2693965435028076,0.15210077166557312,0.27633587,0.2,sigmoid,mean_squared_error,0.03,9,None
205,0.15309971570968628,0.2693965435028076,0.15245699882507324,0.27705434,0.2,sigmoid,mean_squared_error,0.03,9,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
1222,0.14442425966262817,0.35955458879470825,0.14423918724060059,0.36641222,0.2,sigmoid,mean_squared_error,0.03,12,None
204,0.1530439704656601,0.2690373659133911,0.15239207446575165,0.2662775,0.2,sigmoid,mean_squared_error,0.03,12,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
914,0.1446540206670761,0.3538074791431427,0.1441812366247177,0.36865738,0.2,sigmoid,mean_squared_error,0.03,15,None
206,0.15310883522033691,0.2693965435028076,0.15246343612670898,0.26969016,0.2,sigmoid,mean_squared_error,0.03,15,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
710,0.1449568271636963,0.3552442491054535,0.14449937641620636,0.36542434,0.2,sigmoid,mean_squared_error,0.03,18,None
205,0.15321339666843414,0.2693965435028076,0.15255708992481232,0.2778626,0.2,sigmoid,mean_squared_error,0.03,18,<keras.regularizers.L1L2 object at 0x00000139910F6DC8>
